postcode,x,y,region_3_en,region_2_en,region_1_en,country_en,country_code,timezone,utc
1111,55.682,12.581,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1112,55.6807,12.5801,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1113,55.6801,12.58,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1114,55.6807,12.5792,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1115,55.681,12.5784,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1116,55.6818,12.5796,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1117,55.6814,12.5808,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1118,55.6811,12.5807,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1119,55.6825,12.5769,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1120,55.6824,12.5786,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1121,55.6828,12.5788,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1122,55.6826,12.5797,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1123,55.6835,12.5776,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1124,55.6832,12.5762,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1125,55.6823,12.5763,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1126,55.6822,12.5752,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1127,55.6829,12.5756,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1128,55.6828,12.5746,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1129,55.6831,12.5744,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1130,55.6835,12.574,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1131,55.6839,12.5739,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1150,55.6806,12.5775,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1151,55.6798,12.5773,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1152,55.6804,12.5769,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1153,55.6797,12.577,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1154,55.6797,12.5759,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1155,55.68,12.5754,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1156,55.6795,12.5752,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1157,55.6792,12.5753,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1158,55.6786,12.5736,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1159,55.6798,12.5747,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1160,55.6788,12.578,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1161,55.6786,12.575,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1162,55.6789,12.5742,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1164,55.6783,12.5735,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1165,55.6809,12.5712,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1166,55.6791,12.5731,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1167,55.6791,12.5715,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1168,55.6799,12.5722,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1169,55.6806,12.5746,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1170,55.6802,12.5747,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1171,55.6814,12.5726,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1172,55.6808,12.5734,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1173,55.6817,12.574,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1174,55.6823,12.5728,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1175,55.6824,12.5738,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1200,55.6784,12.58,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1201,55.6781,12.5781,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1202,55.6777,12.5784,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1203,55.6764,12.5761,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1204,55.6765,12.5755,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1205,55.6771,12.5765,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1206,55.6775,12.5771,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1207,55.6781,12.5766,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1208,55.6771,12.5753,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1209,55.678,12.5753,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1210,55.6775,12.575,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1211,55.6776,12.5747,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1212,55.6769,12.5789,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1213,55.6764,12.5783,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1214,55.6747,12.579,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1215,55.6756,12.5846,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1216,55.6752,12.584,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1218,55.6757,12.5795,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1219,55.6731,12.5818,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
1220,55.6742,12.5772,København K,Copenhagen,Capital Region,Denmark,DK,Europe/Copenhagen,UTC 1.0
